"date";"url";"question";"answer";"factoid";"start_with_prompt"
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"For how long does my passport need to be valid?";"In order to be granted a residence permit, you must have a valid passport issued by your country of nationality. The passport must be valid during the entire validity period of your residence permit. If your passport expires while the residence permit is valid, remember to renew it early enough.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"My citizenship application is pending and my passport/residence permit is expiring soon. What should I do?";"You have to renew your passport and residence permit normally. The expiration of a passport or of a residence permit is not a ground for expediting a citizenship application.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have travelled to Finland. Can I apply for a residence permit while I’m in Finland?";"Apply for your first residence permit outside Finland. You can apply for a first residence permit in Finland only in the following cases: 

You are a family member of a Finnish citizen.
You are applying for a residence permit for a child born in Finland.
You are a victim of human trafficking.
You are a victim of labour exploitation.
You need a residence permit on a discretionary basis on humanitarian grounds.
You are applying for a residence permit for studies or as a family member of a student.
You are applying for a residence permit for a researcher or as a family member of a researcher.
You are applying for asylum or temporary protection.
If you apply for a residence permit on some other grounds while in Finland, you will usually get a negative decision. When making the decision, we will nevertheless assess whether a negative decision would be unreasonable in your case. We will also take into account the protection of family life and the best interest of the child.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have travelled to Finland and applied for a first residence permit here before the Aliens Act was amended on 1 September 2024. Will I get a negative decision?";"The amendments to the Aliens Act that entered into force on 1 September 2024 introduced stricter requirements for issuing residence permits. As of 1 September 2024, an application for a first residence permit must be submitted outside Finland. You can submit an application for a first residence permit in Finland only in the following cases: 

You are a family member of a Finnish citizen.
You are applying for a residence permit for a child born in Finland.
You are applying for a residence permit for studies or as a family member of a student.
You are applying for a residence permit for a researcher or as a family member of a researcher.
You are a victim of human trafficking.
You are a victim of labour exploitation.
You need a residence permit on a discretionary basis on humanitarian grounds.
You are applying for asylum or temporary protection.
If you apply for a residence permit on some other grounds while in Finland, you will usually get a negative decision. When making the decision, we will nevertheless assess whether a negative decision would be unreasonable in your case.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I’m going to apply for a residence permit in Finland, but I don’t have a passport issued by my country of nationality. Instead, I have an alien’s passport issued by another country. Can I get a residence permit?";"When you apply for a residence permit, you must have a valid passport issued by your country of nationality. For example, if you have an alien’s passport or a refugee travel document, you cannot usually get a residence permit in Finland.   

However, we will not reject your residence permit application because you do not have a passport in the following cases: 

You are applying for a residence permit for a child born in Finland.
We will issue the child with an alien’s passport so that the child can obtain a national passport.
If the child’s country of nationality has an embassy or a consulate in Finland, the child must primarily obtain a passport issued by his or her country of nationality.
You need a residence permit on a discretionary basis on humanitarian grounds.
You are a victim of human trafficking.
You are applying for asylum or temporary protection.
You have applied for international protection and are applying for an extended permit or a permanent residence permit on the basis of international protection.
You are applying for a residence permit as a family member of a person who has received international protection and are granted international protection.
When making a decision on your application, the protection of family life and the best interest of the child are taken into account. The legislative amendments that introduced stricter passport requirements entered into force on 1 September 2024. The new requirements are also applied to applications submitted before 1 September 2024 that have not been decided yet.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"After I had arrived in Finland, I applied for asylum. I was later granted a residence permit on the basis of work. I’m now applying for an extended permit. Will I get a residence permit?";"If you have been granted a residence permit before, you can get an extended permit even though you have previously applied for asylum. To be issued with the permit, you must meet the requirements for obtaining the permit. For example, you must hold a passport issued by your country of nationality. When making the decision, we will take into account the protection of family life and the best interest of the child if they are affected by the decision.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I’m a citizen of Somalia applying for a residence permit in Finland on the basis of family reunification. I have a passport issued by Somalia. Can I get a residence permit?";"You cannot prove your identity with a Somali passport, as Finland does not accept Somali passports. See the website of the Ministry for Foreign Affairs for more information about Somali passports (um.fi). When making a decision on your application, the protection of family life and the best interest of the child are taken into account. Despite the amendments to the Aliens Act that entered into force on 1 September 2024, the established practice based on the protection of family life will continue, and Somali citizens can be exempted from the travel document requirement in the case of family reunification.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have an alien’s passport issued by Italy. Can I get a residence permit?";"Residence permit applicants must prove their identity by showing a passport issued by their country of nationality. You cannot prove your identity with an alien’s passport.  

We will not reject your residence permit application because you do not have a passport if you apply for a residence permit as a family member of a person who has received international protection and you are granted international protection. When making a decision on your application, the protection of family life and the best interest of the child are taken into account.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"My first residence permit expired on 2 August 2024. I applied for an extended permit on 2 September 2024. How does the gap between my permits affect the processing of my application?";"You are required to apply for a new residence permit before your valid residence permit expires. If you do not apply for a new permit in time, you are staying in the country illegally during the gap between your permits, which can lead to a negative decision. When we process your application, the duration of your illegal stay will be of relevance. In such a case, we will assess whether there are acceptable reasons for applying for a permit late. Such reasons include, for example, a severe illness or accident that has prevented you from applying for a residence permit.

If you have applied for an extended permit too late, your right to work has ended. Read more about the right to work.

The gap between your permits will also be of relevance if you apply for a permanent residence permit or Finnish citizenship.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I need to apply for an extended permit. Can I submit my application even though my passport has expired?";"You can submit an application even though your passport has expired, but we cannot grant you a residence permit before you hold a valid passport issued by your country of nationality.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a residence permit in Finland and I have previously proved my identity with an alien’s passport. I’m about to apply for an extended permit. Can I prove my identity with an alien’s passport?";"No, you cannot. When you apply for a residence permit, you must have a valid passport issued by your country of nationality. The authorities must identify the applicant and verify the applicant’s identity on the basis of a valid passport issued by the applicant’s country of nationality.

However, we will not reject your residence permit application because you do not have a passport in the following cases: 

You are applying for a residence permit for a child born in Finland.
We will issue the child with an alien’s passport so that the child can obtain a national passport.
If the child’s country of nationality has an embassy or a consulate in Finland, the child must primarily obtain a passport issued by his or her country of nationality.
You need a residence permit on a discretionary basis on humanitarian grounds.
You are a victim of human trafficking.
You are applying for asylum or temporary protection.
You have applied for international protection and are applying for an extended permit or a permanent residence permit on the basis of international protection.
You are applying for a residence permit as a family member of a person who has received international protection and are granted international protection.";"no";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"Due to the legislative amendments that entered into force on 1 September 2024, residence permit applicants must have a passport issued by their country of nationality to prove their identity. Can I be exempted from the passport requirement if I’m applying for a first residence permit or an extended permit?";"If you are applying for a first residence permit or an extended permit, you can be exempted from the passport requirement in the following cases:  

You are applying for a residence permit for a child born in Finland.
We will issue the child with an alien’s passport so that the child can obtain a passport issued by his or her country of nationality.
If the child’s country of nationality has an embassy or a consulate in Finland, the child must primarily obtain a passport issued by his or her country of nationality.
You need a residence permit on a discretionary basis on humanitarian grounds.
You are a victim of human trafficking.
You are applying for asylum or temporary protection. 
You are applying for a residence permit as a family member of a person who has received international protection and are granted international protection.
You can also be exempted from the passport requirement if you are granted a fixed-term residence permit:

due to obstacles to leaving the country 
on a discretionary basis on humanitarian grounds 
as a third-country national who has resided and worked in the country illegally 
as a foreign national in a witness protection programme 
when exclusion clauses are being applied.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"Can I be exempted from the passport requirement if I’m applying for a permanent residence permit?";"If you apply for a permanent residence permit, you are not required to hold a passport issued by your country of nationality if you previously have been granted:

international protection or temporary protection
a residence permit when exclusion clauses have been applied.
You are not required to hold a passport issued by your country of nationality if you can prove that you have tried to obtain such a passport, you have presented reliable proof of your identity and you have previously received a residence permit despite not having a passport on one of the following grounds:

due to obstacles to leaving the country 
on a discretionary basis on humanitarian grounds 
as a victim of human trafficking
as a third-country national who has resided and worked in the country illegally
as a foreign national in a witness protection programme.
Additionally, you still need to meet the requirements for the permit. 

A permanent residence permit can also be granted when the applicant does not have a passport if there are exceptionally serious grounds for it or if it is in the best interest of the child.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I do not have a passport issued by my country of nationality. Can I still apply for a residence permit?";"You can always submit an application, if you like. The amendments that introduced stricter passport requirements entered into force on 1 September 2024. You are required to hold a valid passport issued by your country of nationality in order to be granted a residence permit. In some cases, it is possible to exempt the applicant from the passport requirement.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"How can I expedite the processing of my residence permit application?";"Fill in all the required information on the application form carefully and append any required appendices. Providing insufficient information slows the processing of your application because additional clarification is required from you. Giving insufficient information may also lead to an unfavourable decision.

Telephone enquiries and visits to any of the service points do no expedite the processing of your case. We will contact you if additional information is required. The average processing times can be found on the Processing times page.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have applied for a permanent residence permit but I have heard that it would go faster to get an extended permit. Can I apply for an extended permit (an A permit) even if I already have applied for a permanent permit?";"The processing times of applications for permanent permits and extended permits are different. You can apply for an extended permit even if you already have applied for a permanent permit. In that case, you do not need to cancel your application for a permanent permit. Cancelling your application for a permanent permit may result in a gap between your residence permits. That is why it is advisable to wait until decisions on both applications are ready. If a permanent residence permit is then granted, you can cancel your application for an extended permit after that.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have applied for a residence permit on the grounds of work and I have not yet received a decision. I just got married. Do I need to fill in a new application?";"You do not need to fill in a new application, unless you wish to change the grounds for your residence permit application. You must, however, inform the Finnish Immigration Service of your marriage. This is especially important if you are changing your name

Send a certified copy of your marriage certificate to the Finnish Immigration Service, either directly or via a Finnish embassy. Certificates issued by authorities of countries other than Finland, Sweden, Norway, Denmark or Iceland must be legalised. If the certificate is not in Finnish, Swedish, or English, please also send a translation of the certificate in one of these languages, certified by an authorised translator.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have applied for a residence permit on the grounds of work and I just got married. May I change the grounds for my application?";"No, you may not. If you wish to change the grounds for your application, you must submit a new application on the basis of marriage. Read more about issuing a residence permit on the basis of marriage.

If you apply for a permit on new grounds, you must pay the processing fee for the application and visit a Finnish mission abroad or a service point of the Finnish Immigration Service in Finland to prove your identity. When you apply for a permit on new grounds, the processing time starts to run again from the beginning. The processing time depends on the type of your application.

Remember to cancel your previous application if you wish to apply for a permit only on your new grounds.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have applied for a residence permit on the basis of an established intimate relationship. After submitting the application, I have married my partner. Can I change the grounds for my application?";"You can change the grounds for your application if you have applied for a residence permit on the basis of an established intimate relationship and 

you have married the same partner
you have lived together for at least two years or 
you live together and have a child in your joint custody. 
Send your marriage certificate, evidence on living together or evidence on the custody of your child to the Finnish Immigration Service. We will then assess whether you meet the requirements for a permit on the basis of marriage or cohabitation.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"Who can submit the residence permit application?";"If you are an adult (over 18)

You must complete and submit your application yourself in the online service Enter FinlandLink to an external website, Opens in a new tab. If you wish to use a paper application, fill in the application form and submit it at a service point of the Finnish Immigration Service or at a Finnish mission (embassy or consulate) abroad. 

If you are a minor (child under 18)

When a child is applying for a permit, the child’s application must be completed and submitted by the child’s parent, the person who has custody of the child, or other legal representative of the child. Alternatively, the parent or the person who has custody of the child can give someone a power of attorney that authorises the person to complete and submit an application on behalf of the child. In such a case, a power of attorney with signature must be attached to the application.

If you are aged 15–17, you can complete and submit your application yourself. Attach to the application consent by your parent or the person who has custody of you or by other legal representative of yours. 

You must bring the child with you when you visit a Finnish mission abroad or a service point of the Finnish Immigration Service in Finland to submit the application. This requirement applies to all children under the age of 18, including babies. 

If you have a legal guardian

A guardian who has been appointed to represent you can complete the application on your behalf only if he or she has been authorised to manage your residence permit matters. In addition, you must be present when the application is submitted at a Finnish mission abroad or at a service point of the Finnish Immigration Service in Finland.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"Can I submit my application by post?";"No, you cannot. The application must be submitted in person. Submit your application at a Finnish missionLink to an external website, Opens in a new tab (embassy or consulate) abroad before coming to Finland. If you are already in Finland, submit your application at a service point of the Finnish Immigration Service. It is possible to submit an online application through the online service Enter Finland.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"How do I book an appointment for a service point of the Finnish Immigration Service?";"Book an appointment for a service point of the Finnish Immigration Service in advance using our appointment system (vihta.com)Link to an external website. If you apply online, you must complete and submit the application on Enter Finland before you visit the service point. If you apply on paper, fill in an application form and bring it with you to the service point.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"Can I travel with a Finnish residence permit in Europe (Schengen area) before entering Finland for the first time?";"Yes, you are allowed to stay a maximum of 90 days at a time in the Schengen area using a residence permit granted by Finland, including before you enter Finland for the first time. You will not need a separate visa. The ninety days time limit concerns the total time spent in the Schengen area, not an individual country";"90 days / ninety days";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a continuous residence permit that will expire during a holiday trip I am planning. Will this cause me problems?";"You should apply for an extended permit before the validity of your previous residence permit expires. Please submit your application in good time, so that you can make arrangements for your trip and make sure that your permit does not expire while you are away.

You can only apply for an extended permit in Finland. If you submit your residence permit application abroad at a Finnish mission, it will be processed as a new application for a first residence permit. If you are required to have a visa, it is possible that you will not be issued a visa to return to Finland. The Finnish mission makes the decision to grant a visa.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I would like to travel in Finland for a short time after the expiry of my residence permit. Should I apply for a new permit or what should I do?";"If you are a foreign national free of visa you may stay in Finland and Schengen area for a maximum period of 90 days. Other foreign nationals must leave Finland when the residence permit expires. Residence permits cannot be granted for holiday travel.";"90 days / ninety days";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have applied for a residence permit but I have not yet received a decision. I will soon be travelling abroad for a holiday. Can I speed up the processing of my application?";"No. A trip or a family visit abroad is not a well-founded reason for expediting an application. Read more about expedited processing. ";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have been granted a residence permit for employment but have become unemployed. How will this affect my residence permit?";"You have been granted a permit to reside in Finland on the basis of employment. If you no longer are employed, such grounds no longer exist. It is advisable to look for a new job. For more information, see the page Changing jobs.

Even though your employment ends, there may be some other grounds for your residence in Finland, such as family ties or studies. You can use our Application Finder to find the right residence permit for you: I want a residence permit.

If there are no longer grounds for your residence in Finland, your permit can be withdrawn. We may initiate a process for withdrawing your residence permit after you have been unemployed for 3 months. For more information, see the page Withdrawal of residence permits.";"3 months / three months";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a residence permit on the basis of family ties but have become unemployed. How will this affect my residence permit?";"Your permit has been granted on the basis of family ties, so the grounds for your residence in Finland still exist. Becoming unemployed does not affect your residence permit.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have been laid off temporarily. Will my residence permit be withdrawn?";"If the lay-off is temporary, we will not start considering whether your permit should be withdrawn. In other words, we will not withdraw your permit if you have been laid off temporarily and the end date of your lay-off is known.
If you have been laid off until further notice, and the end date of your lay-off is unknown, we may consider withdrawing your permit. ";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"What should I do to prevent my residence permit from being cancelled while I am away from Finland?";"Your fixed-period or temporary residence permit will be cancelled if

you move from Finland permanently
you otherwise reside outside Finland for a permanent purpose for two years uninterrupted.
Working abroad for at least two years is not considered a continuous residence that leads to the cancellation of your residence permit if you were sent there by a Finnish employer and are working for this employer on secondment while you are abroad.

If you are planning to move from Finland, for example, to work or study abroad for at least two years, you should send an application to the Finnish Immigration Service to prevent the cancellation of your residence permit. You must submit the application before you have stayed abroad for two years.
";"2 years / two years";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I am abroad, and cannot come to Finland to apply for an extended permit. What should I do?";"You can only apply for an extended permit if you are in Finland.

If you submit your application for a residence permit abroad and visit a Finnish mission (embassy or consulate) to prove your identity, your application will be processed as a first residence permit application. The fee charged is the processing fee for a first residence permit application.

You will find more information about applying for an extended permit on the page migri.fi/extended-permit.";"";""
